scenario,quarter_index,kpi_order,pillar,subpillar,kpi,benchmark_type,benchmark_label,benchmark_country,benchmark_score,baseline_canada_score,scenario_canada_score,baseline_gap,post_policy_gap,absolute_gap_reduction,percent_gap_reduction
all_recommendations,16,11,Implementation,Infrastructure,Energy Resilience Score,global_best,Global Best,UAE,100.0,86.16,86.16,13.840000000000003,13.840000000000003,0.0,0.0
all_recommendations,16,12,Implementation,Operating Environment,Tortoise Operating Environment Score,global_best,Global Best,Canada,93.94,93.94,93.94,0.0,0.0,0.0,0.0
all_recommendations,16,13,Implementation,Operating Environment,AI Social Media Sentiment,global_best,Global Best,China,100.0,15.56,15.56,84.44,84.44,0.0,0.0
all_recommendations,16,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,global_best,Global Best,United States of America,100.0,8.3,8.3,91.7,91.7,0.0,0.0
all_recommendations,16,15,Implementation,Operating Environment,Open Data Score,global_best,Global Best,France,100.0,92.86,92.86,7.140000000000001,7.140000000000001,0.0,0.0
all_recommendations,16,16,Innovation,Research,Tortoise Research Score,global_best,Global Best,United States of America,100.0,30.67,31.47382426795142,69.33,68.52617573204859,0.8038242679514127,1.1594176661638724
all_recommendations,16,17,Innovation,Research,AI Publications (Total),global_best,Global Best,China,100.0,34.73,34.73,65.27000000000001,65.27000000000001,0.0,0.0
all_recommendations,16,18,Innovation,Research,AI Citations (% of World Total),global_best,Global Best,China,100.0,10.72,10.72,89.28,89.28,0.0,0.0
all_recommendations,16,19,Innovation,Research,Notable AI Models,global_best,Global Best,United States of America,100.0,2.5,2.5,97.5,97.5,0.0,0.0
all_recommendations,16,20,Innovation,Research,Academia-Industry Concentration,global_best,Global Best,Canada,100.0,100.0,100.0,0.0,0.0,0.0,0.0
all_recommendations,16,21,Innovation,Development,Tortoise Development Score,global_best,Global Best,United States of America,100.0,25.78,27.04080889842305,74.22,72.95919110157695,1.2608088984230506,1.698745484267112
all_recommendations,16,22,Innovation,Development,AI Patent Grants (per 100k),global_best,Global Best,South Korea,100.0,0.83,1.4612899237135752,99.17,98.53871007628642,0.631289923713581,0.6365734836276907
all_recommendations,16,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,global_best,Global Best,United States of America,100.0,14.88,31.87446951165304,85.12,68.12553048834695,16.99446951165305,19.965307227036007
all_recommendations,16,24,Investment,Commercial Ecosystem,AI Investment Activity,global_best,Global Best,United States of America,100.0,3.16,14.229815486853765,96.84,85.77018451314623,11.06981548685377,11.431036231777952
all_recommendations,16,25,Investment,Commercial Ecosystem,AI Adoption (%),global_best,Global Best,UAE,100.0,8.0,15.840070462470518,92.0,84.15992953752948,7.840070462470521,8.521815720076653
all_recommendations,16,26,Investment,Government Strategy,Tortoise Government Strategy Score,global_best,Global Best,Canada,100.0,100.0,100.0,0.0,0.0,0.0,0.0
all_recommendations,16,1,Implementation,Talent,Tortoise Talent Score,peer_best,Peer-Cluster Best,United Kingdom,39.65,31.28,35.950130939989805,8.369999999999997,3.6998690600101938,4.670130939989804,55.79606857813387
all_recommendations,16,2,Implementation,Talent,Relative AI Skill Penetration,peer_best,Peer-Cluster Best,United Kingdom,43.58,38.99,41.04438304978961,4.589999999999996,2.5356169502103896,2.0543830497896067,44.757800649011074
all_recommendations,16,3,Implementation,Talent,AI Hiring Rate YoY Ratio,peer_best,Peer-Cluster Best,Spain,45.12,73.73,77.48620861494722,0.0,0.0,0.0,0.0
all_recommendations,16,4,Implementation,Talent,AI Talent Concentration,peer_best,Peer-Cluster Best,Germany,45.4,35.58,37.65310775829565,9.82,7.746892241704351,2.0731077582956488,21.11107696838746
all_recommendations,16,5,Implementation,Talent,AI Job Postings (% of Total),peer_best,Peer-Cluster Best,United Kingdom,21.79,27.63,37.23055241515107,0.0,0.0,0.0,0.0
all_recommendations,16,6,Implementation,Talent,Net Migration Flow of AI Skills,peer_best,Peer-Cluster Best,Germany,67.9,48.96,55.14929462531403,18.940000000000005,12.750705374685978,6.189294625314027,32.67842991190087
all_recommendations,16,7,Implementation,Infrastructure,Tortoise Infrastructure Score,peer_best,Peer-Cluster Best,Germany,77.22,77.05,77.05,0.1700000000000017,0.1700000000000017,0.0,0.0
all_recommendations,16,8,Implementation,Infrastructure,Compute Hardware Index,peer_best,Peer-Cluster Best,Germany,12.67,3.61,3.61,9.06,9.06,0.0,0.0
all_recommendations,16,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,peer_best,Peer-Cluster Best,Germany,9.22,0.29,0.29,8.930000000000001,8.930000000000001,0.0,0.0
all_recommendations,16,10,Implementation,Infrastructure,Internet Speed,peer_best,Peer-Cluster Best,France,13.64,7.61,7.61,6.03,6.03,0.0,0.0
all_recommendations,16,11,Implementation,Infrastructure,Energy Resilience Score,peer_best,Peer-Cluster Best,France,36.42,86.16,86.16,0.0,0.0,0.0,0.0
all_recommendations,16,12,Implementation,Operating Environment,Tortoise Operating Environment Score,peer_best,Peer-Cluster Best,France,80.02,93.94,93.94,0.0,0.0,0.0,0.0
all_recommendations,16,13,Implementation,Operating Environment,AI Social Media Sentiment,peer_best,Peer-Cluster Best,France,35.56,15.56,15.56,20.0,20.0,0.0,0.0
all_recommendations,16,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,peer_best,Peer-Cluster Best,United Kingdom,14.71,8.3,8.3,6.41,6.41,0.0,0.0
all_recommendations,16,15,Implementation,Operating Environment,Open Data Score,peer_best,Peer-Cluster Best,France,100.0,92.86,92.86,7.140000000000001,7.140000000000001,0.0,0.0
all_recommendations,16,16,Innovation,Research,Tortoise Research Score,peer_best,Peer-Cluster Best,United Kingdom,36.5,30.67,31.47382426795142,5.829999999999998,5.0261757320485785,0.8038242679514198,13.787723292477189
all_recommendations,16,17,Innovation,Research,AI Publications (Total),peer_best,Peer-Cluster Best,United Kingdom,76.21,34.73,34.73,41.48,41.48,0.0,0.0
all_recommendations,16,18,Innovation,Research,AI Citations (% of World Total),peer_best,Peer-Cluster Best,United Kingdom,20.98,10.72,10.72,10.26,10.26,0.0,0.0
all_recommendations,16,19,Innovation,Research,Notable AI Models,peer_best,Peer-Cluster Best,France,7.5,2.5,2.5,5.0,5.0,0.0,0.0
all_recommendations,16,20,Innovation,Research,Academia-Industry Concentration,peer_best,Peer-Cluster Best,France,100.0,100.0,100.0,0.0,0.0,0.0,0.0
all_recommendations,16,21,Innovation,Development,Tortoise Development Score,peer_best,Peer-Cluster Best,United Kingdom,25.03,25.78,27.04080889842305,0.0,0.0,0.0,0.0
all_recommendations,16,22,Innovation,Development,AI Patent Grants (per 100k),peer_best,Peer-Cluster Best,Germany,6.88,0.83,1.4612899237135752,6.05,5.418710076286425,0.6312899237135747,10.434544193612806
all_recommendations,16,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,peer_best,Peer-Cluster Best,United Kingdom,18.91,14.88,31.87446951165304,4.029999999999999,0.0,4.029999999999999,100.0
all_recommendations,16,24,Investment,Commercial Ecosystem,AI Investment Activity,peer_best,Peer-Cluster Best,United Kingdom,6.96,3.16,14.229815486853765,3.8,0.0,3.8,100.0
all_recommendations,16,25,Investment,Commercial Ecosystem,AI Adoption (%),peer_best,Peer-Cluster Best,Spain,20.0,8.0,15.840070462470518,12.0,4.159929537529482,7.840070462470518,65.33392052058765
all_recommendations,16,26,Investment,Government Strategy,Tortoise Government Strategy Score,peer_best,Peer-Cluster Best,Spain,91.28,100.0,100.0,0.0,0.0,0.0,0.0
