scenario,quarter_index,quarter,country,composite_score_p10,composite_score_median,composite_score_p90,rank_p10,rank_median,rank_p90,implementation_score_median,innovation_score_median,investment_score_median,talent_score_median,infrastructure_score_median,operating_environment_score_median,research_score_median,development_score_median,commercial_ecosystem_score_median,government_strategy_score_median
rec1_only,1,2026Q1,India,28.832275047799993,28.832275047799993,28.832275047799993,8.0,8.0,8.0,46.630735780799995,19.170401434977578,16.58499368035787,55.65415699999999,18.771287,51.527429000000005,19.67744,18.516,5.005922,58.83
rec1_only,1,2026Q1,Israel,27.65212443879999,27.65212443879999,27.65212443879999,9.0,9.0,9.0,39.33287399306666,19.141719615932473,22.95921425376169,39.53744699999999,30.116510999999996,57.058828,20.810449000000002,16.988,17.216745,43.91
rec1_only,1,2026Q1,Japan,22.934060240999997,22.934060240999997,22.934060240999997,12.0,12.0,12.0,20.479713075200003,25.078310421524666,23.371209259861732,9.805549,40.800648,40.613047,20.311903,31.23,10.053349,71.96
rec1_only,1,2026Q1,Singapore,33.038641044599984,33.038641044599984,33.038641044599984,4.0,4.0,4.0,51.814709428799986,18.36979568662622,27.01966435136234,56.248363999999995,42.13708899999999,45.990356,20.415143,15.729999999999999,12.547448000000001,79.82
rec1_only,1,2026Q1,South Korea,37.781293510599994,37.781293510599994,37.781293510599994,3.0,3.0,3.0,31.255939021866666,51.83606237509893,26.064518629524198,21.777202999999997,48.873993999999996,50.010816000000005,25.094224,86.35000000000001,9.225467,87.5
rec1_only,1,2026Q1,Spain,22.141652517199994,22.141652517199994,22.141652517199994,13.0,13.0,13.0,32.182436782399996,11.25003292218412,23.620785860105734,28.328127999999992,30.508564999999997,57.942934,14.789403,6.6819999999999995,5.075851,91.28
rec1_only,1,2026Q1,UAE,25.56516333899999,25.56516333899999,25.56516333899999,11.0,11.0,11.0,39.10831308586666,8.077257411764707,31.87254024806832,34.13514299999999,50.14824,45.262485999999996,7.100418,9.338,18.302879,81.38
rec1_only,1,2026Q1,United Kingdom,32.50625984399999,32.50625984399999,32.50625984399999,6.0,6.0,6.0,37.38945935893333,30.127651992614076,28.72639167954453,35.37574299999999,31.680918,60.76709700000001,40.96081399999999,16.146,13.899698,82.82
rec1_only,1,2026Q1,United States of America,76.66639400359998,76.66639400359998,76.66639400359998,1.0,1.0,1.0,73.72280236693332,74.9313144711158,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.004,85.5956,77.39
rec1_only,2,2026Q2,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec1_only,2,2026Q2,China,50.096073870796076,50.10386088881278,50.11233477063995,2.0,2.0,2.0,33.8013536816,70.99611351585123,42.75556197688488,17.608435999999998,63.96388299999999,65.70797,77.84165449234501,62.159449977044304,28.471345544642446,94.87
rec1_only,2,2026Q2,France,26.41299412564013,26.42004721770487,26.42696178629348,10.0,10.0,10.0,31.81229328586667,21.901188238589313,25.163887659306013,23.834751999999998,37.703493,65.93375,28.17809204704686,13.8,7.063834069551028,91.2
rec1_only,2,2026Q2,Germany,30.20470105721654,30.211538045161937,30.218168654736882,7.0,7.0,7.0,35.78758321866667,28.198150513354058,24.812250778214466,32.084827,35.029208999999994,58.791722,36.38958735773653,17.625999999999998,8.41112676871988,84.65
rec1_only,2,2026Q2,India,28.904601698104063,28.90996541628114,28.91511900713046,8.0,8.0,8.0,46.66720776532965,19.22964603099787,16.755222340072475,55.70984508712792,18.771287,51.527429000000005,19.67744,18.651707712092396,5.222809188724464,58.83
rec1_only,2,2026Q2,Israel,27.72018175892333,27.725100076176773,27.72980696947454,9.0,9.0,9.0,39.37568342639728,19.203449160296106,23.096776462808997,39.602811566363926,30.116510999999996,57.058828,20.810449000000002,17.129399820351985,17.392012083962342,43.91
rec1_only,2,2026Q2,Japan,23.008955809713058,23.014599166245787,23.019905046291537,12.0,12.0,12.0,20.53623698763934,25.134461685296863,23.527419820047832,9.891853833732702,40.800648,40.613047,20.311903,31.358622018707187,10.25237582253763,71.96
rec1_only,2,2026Q2,Singapore,33.11005954501393,33.11539111065701,33.120486150338394,4.0,4.0,4.0,51.85510649991615,18.4361609449683,27.169239153009016,56.310045195718885,42.13708899999999,45.990356,20.415143,15.882018546450048,12.738020247279366,79.82
rec1_only,2,2026Q2,South Korea,37.843625935256384,37.84883066989278,37.85359576230709,3.0,3.0,3.0,31.312889429283146,51.8555563664131,26.22335893312436,21.86415903738265,48.873993999999996,50.010816000000005,25.094224,86.3946536078985,9.427844360908185,87.5
rec1_only,2,2026Q2,Spain,22.212629278615978,22.22005816031742,22.2272918927223,13.0,13.0,13.0,32.182436782399996,11.307436798288316,23.851511824542605,28.328127999999992,30.508564999999997,57.942934,14.891284130295416,6.6819999999999995,5.369817397176303,91.28
rec1_only,2,2026Q2,UAE,25.64322085248135,25.64953257563203,25.655391944205288,11.0,11.0,11.0,39.173186970280355,8.149637958855159,32.006940795126056,34.23419718019191,50.14824,45.262485999999996,7.100418,9.503797374030155,18.4741178317176,81.38
rec1_only,2,2026Q2,United Kingdom,32.56827792496457,32.574610592715445,32.58079425545395,6.0,6.0,6.0,37.38945935893333,30.172432657633937,28.93557650905509,35.37574299999999,31.680918,60.76709700000001,41.040291294517914,16.146,14.166218982262416,82.82
rec1_only,2,2026Q2,United States of America,76.68750268898584,76.69092606067773,76.69564955499104,1.0,1.0,1.0,73.72280236693332,74.99602577968281,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.15222995213145,85.5956,77.39
rec1_only,3,2026Q3,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec1_only,3,2026Q3,China,50.19320099490537,50.20869807600458,50.225544900669426,2.0,2.0,2.0,33.8013536816,71.11614488826925,42.99631073963094,17.608435999999998,63.96388299999999,65.70797,77.94755927291982,62.29617219999804,28.778081921633415,94.87
rec1_only,3,2026Q3,France,26.48128281406978,26.49534688412993,26.509132363706005,10.0,10.0,10.0,31.81229328586667,21.953577197012923,25.38976470524086,23.834751999999998,37.703493,65.93375,28.271072637582392,13.8,7.351622492325014,91.2
rec1_only,3,2026Q3,Germany,30.269672343948915,30.283305985762603,30.296523524095544,7.0,7.0,7.0,35.78758321866667,28.243256197364506,25.034797939008197,32.084827,35.029208999999994,58.791722,36.46964150009778,17.625999999999998,8.694672607264847,84.65
rec1_only,3,2026Q3,India,28.97670762305625,28.98740068893889,28.997672555911596,8.0,8.0,8.0,46.70356042364605,19.288696818596122,16.924892414069966,55.76535097828693,18.771287,51.527429000000005,19.67744,18.78697147993831,5.438984687149249,58.83
rec1_only,3,2026Q3,Israel,27.788031997959454,27.797837297032146,27.80721936439332,9.0,9.0,9.0,39.41835279914068,19.264976767160125,23.23388848464864,39.66796227800389,30.116510999999996,57.058828,20.810449000000002,17.270337075712405,17.566705587435756,43.91
rec1_only,3,2026Q3,Japan,23.083623084691308,23.09487433327227,23.10545073203513,12.0,12.0,12.0,20.59257596952127,25.190429259947045,23.68311716446673,9.977876301997048,40.800648,40.613047,20.311903,31.486823272785035,10.450748760323155,71.96
rec1_only,3,2026Q3,Singapore,33.181259086547485,33.191889829462966,33.202045608508314,4.0,4.0,4.0,51.89537140302488,18.50230910087638,27.31832397725607,56.371524587680504,42.13708899999999,45.990356,20.415143,16.033539790587533,12.92796821765424,79.82
rec1_only,3,2026Q3,South Korea,37.90577023415734,37.916146403898196,37.925642983057365,3.0,3.0,3.0,31.369653510768995,51.87498658651522,26.381678911223332,21.9508305787393,48.873993999999996,50.010816000000005,25.094224,86.43916113926232,9.629558778600092,87.5
rec1_only,3,2026Q3,Spain,22.283405846648456,22.298218179207502,22.312638585803906,13.0,13.0,13.0,32.182436782399996,11.364662525820275,24.081520277055432,28.328127999999992,30.508564999999997,57.942934,14.992849080236269,6.6819999999999995,5.662869617243168,91.28
rec1_only,3,2026Q3,UAE,25.72104100708235,25.733625029671504,25.74530435208544,11.0,11.0,11.0,39.23784860534526,8.221781725537609,32.140900148882565,34.33292728259151,50.14824,45.262485999999996,7.100418,9.669052370702762,18.644794542021884,81.38
rec1_only,3,2026Q3,United Kingdom,32.630120995700665,32.64274776448094,32.6550720321958,6.0,6.0,6.0,37.38945935893333,30.217074349258993,29.14411213536502,35.37574299999999,31.680918,60.76709700000001,41.11952193728504,16.146,14.431912819099786,82.82
rec1_only,3,2026Q3,United States of America,76.70851520685719,76.71532822828391,76.72472038269284,1.0,1.0,1.0,73.72280236693332,75.06039446236855,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.29967507361884,85.5956,77.39
rec1_only,4,2026Q4,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec1_only,4,2026Q4,China,50.28984364495474,50.31296455013808,50.338092492565465,2.0,2.0,2.0,33.8013536816,71.23552793884011,43.23575989443975,17.608435999999998,63.96388299999999,65.70797,78.05289442991024,62.432170522088626,29.083162476905358,94.87
rec1_only,4,2026Q4,France,26.549374426441595,26.570410959641507,26.59102303002057,10.0,10.0,10.0,31.81229328586667,22.005803570280655,25.614935562349324,23.834751999999998,37.703493,65.93375,28.36376466991291,13.8,7.638511164672014,91.2
rec1_only,4,2026Q4,Germany,30.33445485581686,30.354849890402853,30.374610894134708,7.0,7.0,7.0,35.78758321866667,28.288221899308386,25.25665224127114,32.084827,35.029208999999994,58.791722,36.54944720050473,17.625999999999998,8.977335679422657,84.65
rec1_only,4,2026Q4,India,29.048591265567712,29.06458159083938,29.07993672022159,8.0,8.0,8.0,46.739794146151496,19.347554431782985,17.094006386734392,55.820675269571694,18.771287,51.527429000000005,19.67744,18.921792755824345,5.654451660611334,58.83
rec1_only,4,2026Q4,Israel,27.8556750743165,27.87033688256318,27.88436256552347,9.0,9.0,9.0,39.46088256953624,19.32630309712804,23.370551793354718,39.7328998345932,30.116510999999996,57.058828,20.810449000000002,17.410813279282408,17.74082738852811,43.91
rec1_only,4,2026Q4,Japan,23.158061163380122,23.1748846911561,23.19069834357455,12.0,12.0,12.0,20.648730625887264,25.246213746382317,23.83830358338019,10.063617328614505,40.800648,40.613047,20.311903,31.614605138692063,10.648470731363673,71.96
rec1_only,4,2026Q4,Singapore,33.252239450381424,33.26813768191596,33.28332023154851,4.0,4.0,4.0,51.93550457054323,18.56824086456343,27.46692043049874,56.432802836130755,42.13708899999999,45.990356,20.415143,16.184565359250733,13.117293957821971,79.82
rec1_only,4,2026Q4,South Korea,37.96772702519812,37.9832414426884,37.99743608050993,3.0,3.0,3.0,31.42623187593096,51.894353244021744,26.539480268716158,22.037218554862005,48.873993999999996,50.010816000000005,25.094224,86.48352307195552,9.830612425271,87.5
rec1_only,4,2026Q4,Spain,22.35398321095832,22.37613092246908,22.39769099282537,13.0,13.0,13.0,32.182436782399996,11.421710657650571,24.310815885660126,28.328127999999992,30.508564999999997,57.942934,15.094098831064288,6.6819999999999995,5.9550136076882145,91.28
rec1_only,4,2026Q4,UAE,25.798625381165117,25.817440554082097,25.834901676562364,11.0,11.0,11.0,39.30229868548237,8.293689486398097,32.27441975763204,34.4313343674914,50.14824,45.262485999999996,7.100418,9.833766764311289,18.81491097617471,81.38
rec1_only,4,2026Q4,United Kingdom,32.69178760964907,32.71066970997746,32.729097434352546,6.0,6.0,6.0,37.38945935893333,30.261577498782625,29.351994771491988,35.37574299999999,31.680918,60.76709700000001,41.19850669376636,16.146,14.69677468554342,82.82
rec1_only,4,2026Q4,United States of America,76.72943199533658,76.73960119414208,76.75360765307684,1.0,1.0,1.0,73.72280236693332,75.12442233326854,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.44633951989186,85.5956,77.39
rec1_only,5,2027Q1,Canada,32.86445341959999,32.86445341959999,32.9094026250021,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec1_only,5,2027Q1,China,50.38600561668492,50.416669634363856,50.44997990658225,2.0,2.0,2.0,33.8013536816,71.35426375352,43.47391615008083,17.608435999999998,63.96388299999999,65.70797,78.15766429466738,62.567448776141816,29.38659575805636,94.87
rec1_only,5,2027Q1,France,26.617267121494223,26.64523903755949,26.67263352782714,10.0,10.0,10.0,31.81229328586667,22.057867862963207,25.83940805245786,23.834751999999998,37.703493,65.93375,28.456169039556897,13.8,7.924510052328433,91.2
rec1_only,5,2027Q1,Germany,30.399051423095848,30.426167965154367,30.452431687289295,7.0,7.0,7.0,35.78758321866667,28.33304805360941,25.477814344391206,32.084827,35.029208999999994,58.791722,36.629005229978134,17.625999999999998,9.25911682531501,84.65
rec1_only,5,2027Q1,India,29.12025406305215,29.14150961004016,29.161909819515504,8.0,8.0,8.0,46.775909321970914,19.40621950249504,17.262567730087135,55.8758185551266,18.771287,51.527429000000005,19.67744,19.05617298728622,5.869214532789774,58.83
rec1_only,5,2027Q1,Israel,27.923110241580805,27.942593990869057,27.961237511538695,9.0,9.0,9.0,39.50327319432411,19.387428808642305,23.506766139204345,39.79762493351604,30.116510999999996,57.058828,20.810449000000002,17.55082993931298,17.914377169069162,43.91
rec1_only,5,2027Q1,Japan,23.232271291131102,23.254632697191216,23.27564892259024,12.0,12.0,12.0,20.70470155979926,25.301815743544037,23.992980558342815,10.149077834384045,40.800648,40.613047,20.311903,31.741968988383945,10.845543623297923,71.96
rec1_only,5,2027Q1,Singapore,33.32300162062576,33.34413561075182,33.3643101799407,4.0,4.0,4.0,51.9755064334735,18.633956943919067,27.615030113861522,56.49388059915539,42.13708899999999,45.990356,20.415143,16.335096873955997,13.3059995077645,79.82
rec1_only,5,2027Q1,South Korea,38.02949690301235,38.05011651391446,38.06897595906862,3.0,3.0,3.0,31.482625132381315,51.913656546866676,26.69676470491018,22.123323893497528,48.873993999999996,50.010816000000005,25.094224,86.52773988227887,10.031007465996959,87.5
rec1_only,5,2027Q1,Spain,22.424362036884098,22.45379649340355,22.482455779278258,13.0,13.0,13.0,32.182436782399996,11.478581744933983,24.539389988588702,28.328127999999992,30.508564999999997,57.942934,15.195034360975999,6.6819999999999995,6.2462383326112025,91.28
rec1_only,5,2027Q1,UAE,25.875976097253307,25.900979957801724,25.9241850276145,11.0,11.0,11.0,39.366537902840705,8.365362013488745,32.407501064914364,34.52941949171523,50.14824,45.262485999999996,7.100418,9.997942323344908,18.98446897338053,81.38
rec1_only,5,2027Q1,United Kingdom,32.753277169745026,32.77838252829979,32.802871342213365,6.0,6.0,6.0,37.38945935893333,30.305942536159733,29.55921612150248,35.37574299999999,31.680918,60.76709700000001,41.2772463270513,16.146,14.96079401180031,82.82
rec1_only,5,2027Q1,United States of America,76.75025349055053,76.76374564233461,76.78231252514998,1.0,1.0,1.0,73.72280236693332,75.18811119687324,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.5922274243785,85.5956,77.39
rec1_only,6,2027Q2,Canada,32.92128824532256,32.95961455212657,32.99772140716457,5.0,5.0,5.0,45.0915726870209,23.13710140226853,29.57359204554697,42.29970529817931,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec1_only,6,2027Q2,China,50.48168063051089,50.5198127682781,50.56121104999365,2.0,2.0,2.0,33.8013536816,71.47235066898281,43.71077783687697,17.608435999999998,63.96388299999999,65.70797,78.26186741716907,62.70201077468979,29.688379637761912,94.87
rec1_only,6,2027Q2,France,26.684970539424516,26.71982958181551,26.753965472234576,10.0,10.0,10.0,31.81229328586667,22.109770578065373,26.063178783921312,23.834751999999998,37.703493,65.93375,28.548286639253668,13.8,8.209614834022023,91.2
rec1_only,6,2027Q2,Germany,30.46346850889362,30.497264890810598,30.529990915126767,7.0,7.0,7.0,35.78758321866667,28.377735093343105,25.69828609787018,32.084827,35.029208999999994,58.791722,36.70831635714594,17.625999999999998,9.540018401379674,84.65
rec1_only,6,2027Q2,India,29.19169670159745,29.218181895118967,29.243595710788327,8.0,8.0,8.0,46.81190633895619,19.464692660601607,17.430577320820184,55.93078142715217,18.771287,51.527429000000005,19.67744,19.190113617124286,6.083274420671936,58.83
rec1_only,6,2027Q2,Israel,27.99033895300841,28.014612691985967,28.03784513783075,9.0,9.0,9.0,39.5455251287501,19.44835455799141,23.642534592610623,39.86213826987495,30.116510999999996,57.058828,20.810449000000002,17.69038855912111,18.087358841051564,43.91
rec1_only,6,2027Q2,Japan,23.306254173548812,23.334119943908036,23.360303507112246,12.0,12.0,12.0,20.760489372346157,25.357235848414206,24.14714976613979,10.234258737092052,40.800648,40.613047,20.311903,31.86891618932824,11.041969572506607,71.96
rec1_only,6,2027Q2,Singapore,33.39354627795324,33.41988443982082,33.44501207829549,4.0,4.0,4.0,52.01537742140786,18.699458044517183,27.76265462321549,56.554758532687096,42.13708899999999,45.990356,20.415143,16.485135950915186,13.494086900770412,79.82
rec1_only,6,2027Q2,South Korea,38.09108041135438,38.11677029680911,38.140263519893715,3.0,3.0,3.0,31.53883388574441,51.93289670230382,26.85353391354338,22.209147519357302,48.873993999999996,50.010816000000005,25.094224,86.57181204497508,10.230746058758118,87.5
rec1_only,6,2027Q2,Spain,22.4945323977814,22.531217378532865,22.56692588348715,13.0,13.0,13.0,32.182436782399996,11.535276337114823,24.767247384014546,28.328127999999992,30.508564999999997,57.942934,15.295656645132159,6.6819999999999995,6.536549905332526,91.28
rec1_only,6,2027Q2,UAE,25.95309301723555,25.984247173959456,26.01315591156872,11.0,11.0,11.0,39.43056694730474,8.436800076336036,32.54014550953075,34.62718370862898,50.14824,45.262485999999996,7.100418,10.161580810507498,19.153470366806282,81.38
rec1_only,6,2027Q2,United Kingdom,32.81459107189772,32.84588322862804,32.876391928340055,6.0,6.0,6.0,37.38945935893333,30.350169890010882,29.765798393649437,35.37574299999999,31.680918,60.76709700000001,41.35574159786108,16.146,15.223999093255943,82.82
rec1_only,6,2027Q2,United States of America,76.77098012663866,76.78776225332186,76.81083615060095,1.0,1.0,1.0,73.72280236693332,75.25146284811888,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.73734289862155,85.5956,77.39
rec1_only,7,2027Q3,Canada,33.04786620817227,33.088487908388075,33.13250991078733,5.0,5.0,5.0,45.36130085271942,23.17203102160478,29.638732440661812,42.711545942059374,40.92203799999999,69.81874599999999,28.883974533194632,15.8,10.353182938646322,100.0
rec1_only,7,2027Q3,China,50.57687712776911,50.62239091414609,50.67179782496357,2.0,2.0,2.0,33.8013536816,71.58978988052631,43.946347911204356,17.608435999999998,63.96388299999999,65.70797,78.36548628981345,62.83586031007857,29.98851788272099,94.87
rec1_only,7,2027Q3,France,26.75248232988804,26.794189749025136,26.835024050012237,10.0,10.0,10.0,31.81229328586667,22.161512217030904,26.286238067545582,23.834751999999998,37.703493,65.93375,28.64011835897199,13.8,8.493813164815851,91.2
rec1_only,7,2027Q3,Germany,30.527703293828857,30.56812889502578,30.60728719823359,7.0,7.0,7.0,35.78758321866667,28.42228345024097,25.918069675041345,32.084827,35.029208999999994,58.791722,36.787381348250705,17.625999999999998,9.820043176645939,84.65
rec1_only,7,2027Q3,India,29.262919865139516,29.294601845497958,29.324999625820876,8.0,8.0,8.0,46.84778558369025,19.522974533911498,17.598036966068825,55.98556447591142,18.771287,51.527429000000005,19.67744,19.32361608341902,6.296633626716702,58.83
rec1_only,7,2027Q3,Israel,28.05736184548789,28.08640128966749,28.11418637652099,9.0,9.0,9.0,39.5876388265706,19.5090809993169,23.7778597248808,39.92644053649826,30.116510999999996,57.058828,20.810449000000002,17.829490637105962,18.259775680560566,43.91
rec1_only,7,2027Q3,Japan,23.380010514029852,23.413346572423375,23.444663131532984,12.0,12.0,12.0,20.816094662650247,25.412474656021914,24.30081287802141,10.319160951522154,40.800648,40.613047,20.311903,31.99544810451907,11.237750708318469,71.96
rec1_only,7,2027Q3,Singapore,33.46387526630256,33.49538499024335,33.5254298596364,4.0,4.0,4.0,52.055117962533,18.7647448696235,27.90979554919555,56.615437290512524,42.13708899999999,45.990356,20.415143,16.634684201052984,13.681558163456923,79.82
rec1_only,7,2027Q3,South Korea,38.15247470244119,38.183206012418125,38.2113011276985,3.0,3.0,3.0,31.594858739663152,51.95207391690897,27.009789582802625,22.29469035412736,48.873993999999996,50.010816000000005,25.094224,86.61574003323376,10.429830354461998,87.5
rec1_only,7,2027Q3,Spain,22.56450928031841,22.608393801676655,22.651110632746935,13.0,13.0,13.0,32.182436782399996,11.591794981932242,24.99439185851892,28.328127999999992,30.508564999999997,57.942934,15.395966655667198,6.6819999999999995,6.825953150309859,91.28
rec1_only,7,2027Q3,UAE,26.029976849595844,26.067241425688234,26.101815329690563,11.0,11.0,11.0,39.49438650650191,8.508004441949087,32.67235452555932,34.724628068152334,50.14824,45.262485999999996,7.100418,10.324683982736543,19.32191698360123,81.38
rec1_only,7,2027Q3,United Kingdom,32.87572982758808,32.91316840914247,32.94966134607218,6.0,6.0,6.0,37.38945935893333,30.394259987626434,29.971746794650294,35.37574299999999,31.680918,60.76709700000001,41.4339932645561,16.146,15.486396563753924,82.82
rec1_only,7,2027Q3,United States of America,76.7916123357627,76.81165170396126,76.83917967384656,1.0,1.0,1.0,73.72280236693332,75.31447907243808,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.88169003239443,85.5956,77.39
rec1_only,8,2027Q4,Canada,33.17574723755872,33.22498445955641,33.27965505109152,5.0,5.0,5.0,45.65120901437082,23.206380172079758,29.702790316937516,43.15419887617695,40.92203799999999,69.81874599999999,28.94493784286253,15.8,10.43479864733127,100.0
rec1_only,8,2027Q4,China,50.671589064980026,50.72441043428535,50.78174348298202,2.0,2.0,2.0,33.8013536816,71.70658706416963,44.180657248436475,17.608435999999998,63.96388299999999,65.70797,78.4685692825085,62.96900115457491,30.287049831039013,94.87
rec1_only,8,2027Q4,France,26.81980229837422,26.868314539579224,26.91580980227787,10.0,10.0,10.0,31.81229328586667,22.213093279747365,26.50854350800963,23.834751999999998,37.703493,65.93375,28.731665085918664,13.8,8.777051029116933,91.2
rec1_only,8,2027Q4,Germany,30.591757040982106,30.63877773190387,30.684319681413466,7.0,7.0,7.0,35.78758321866667,28.466693554694643,26.13717339242546,32.084827,35.029208999999994,58.791722,36.86620096715703,17.625999999999998,10.099201747136892,84.65
rec1_only,8,2027Q4,India,29.333924508198386,29.37077467791034,29.40612011678505,8.0,8.0,8.0,46.88354744149122,19.581065748179746,17.764947458292678,56.04016828973617,18.771287,51.527429000000005,19.67744,19.45668181954647,6.509293160591552,58.83
rec1_only,8,2027Q4,Israel,28.124179553928663,28.15795504946135,28.19026215647181,9.0,9.0,9.0,39.62961474005742,19.569608784620414,23.91274195213891,39.990532423947606,30.116510999999996,57.058828,20.810449000000002,17.96813766676494,18.431628217776982,43.91
rec1_only,8,2027Q4,Japan,23.453541112900446,23.492314955281405,23.528728826620053,12.0,12.0,12.0,20.871518027873663,25.467532759449718,24.453972077431295,10.403785389465073,40.800648,40.613047,20.311903,32.12156609249176,11.43288981264433,71.96
rec1_only,8,2027Q4,Singapore,33.53398910436586,33.57064054234975,33.605564536140115,4.0,4.0,4.0,52.09472848363466,18.829818120203132,28.056454477217606,56.67591752427932,42.13708899999999,45.990356,20.415143,16.783743230024214,13.868415315791761,79.82
rec1_only,8,2027Q4,South Korea,38.21367873968387,38.24942510823783,38.2820947544625,3.0,3.0,3.0,31.65070029580549,51.971188396582136,27.165533395341875,22.379953316478243,48.873993999999996,50.010816000000005,25.094224,86.65952431869658,10.62826249696667,87.5
rec1_only,8,2027Q4,Spain,22.634289783994767,22.685330889854054,22.7350138737869,13.0,13.0,13.0,32.182436782399996,11.648138225425534,25.22081477539917,28.328127999999992,30.508564999999997,57.942934,15.495965361698595,6.6819999999999995,7.114437063578531,91.28
rec1_only,8,2027Q4,UAE,26.106628936450914,26.149956841307706,26.19016775782651,11.0,11.0,11.0,39.557997265809846,8.578975874827869,32.80412954237056,34.82175361676991,50.14824,45.262485999999996,7.100418,10.487253591222021,19.489810644916687,81.38
rec1_only,8,2027Q4,United Kingdom,32.93669394677739,32.9802382911608,33.02268046356006,6.0,6.0,6.0,37.38945935893333,30.438213254970712,30.177055562066705,35.37574299999999,31.680918,60.76709700000001,41.51200208314325,16.146,15.747979081410381,82.82
rec1_only,8,2027Q4,United States of America,76.81215054811555,76.83541466752662,76.86734423207761,1.0,1.0,1.0,73.72280236693332,75.37716164581019,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,73.0252728938166,85.5956,77.39
rec1_only,9,2028Q1,Canada,33.30942232996175,33.3683168921108,33.432414212737534,5.0,5.0,5.0,45.95631823564344,23.241822703955414,29.768935806778153,43.620061897256875,40.92203799999999,69.81874599999999,29.007841699763564,15.8,10.519074170397658,100.0
rec1_only,9,2028Q1,China,50.765806977472174,50.82587792682705,50.89104830550417,2.0,2.0,2.0,33.8013536816,71.82276397570871,44.41370109752739,17.608435999999998,63.96388299999999,65.70797,78.57110063461532,63.1014370604726,30.583969429440337,94.87
rec1_only,9,2028Q1,France,26.886937097139793,26.94221639052683,26.996321911238798,10.0,10.0,10.0,31.81229328586667,22.264514264550957,26.73019752005795,23.834751999999998,37.703493,65.93375,28.82292770454714,13.8,9.059458912861396,91.2
rec1_only,9,2028Q1,Germany,30.655629537432986,30.709209236676536,30.761065721779982,7.0,7.0,7.0,35.78758321866667,28.51096583576011,26.35560681605142,32.084827,35.029208999999994,58.791722,36.944775975358894,17.625999999999998,10.377506300865514,84.65
rec1_only,9,2028Q1,India,29.404718898445324,29.44669985888098,29.486956656190838,8.0,8.0,8.0,46.919192296416554,19.63896692711435,17.931309514820704,56.09459345503342,18.771287,51.527429000000005,19.67744,19.58931225419365,6.721253936240469,58.83
rec1_only,9,2028Q1,Israel,28.19079271126721,28.229274507007222,28.266073384017226,9.0,9.0,9.0,39.67145332000267,19.62993856377067,24.047179030068904,40.05441462052525,30.116510999999996,57.058828,20.810449000000002,18.106331136709727,18.60291359323287,43.91
rec1_only,9,2028Q1,Japan,23.526847156891233,23.571027050132543,23.612501619528956,12.0,12.0,12.0,20.92676006322479,25.522410749840002,24.606632575596144,10.488132959728397,40.800648,40.613047,20.311903,32.24727150733743,11.627393525073014,71.96
rec1_only,9,2028Q1,Singapore,33.60388818725545,33.645650436888566,33.68542618911199,4.0,4.0,4.0,52.1342094101023,18.89467849492811,28.202632987495736,56.73619988350312,42.13708899999999,45.990356,20.415143,16.932314638231098,14.054660371115034,79.82
rec1_only,9,2028Q1,South Korea,38.274695904795685,38.315427176236085,38.352640907403874,3.0,3.0,3.0,31.70635915387089,51.99024034654978,27.320767028300317,22.464937322074846,48.873993999999996,50.010816000000005,25.094224,86.70316537146233,10.826044623103874,87.5
rec1_only,9,2028Q1,Spain,22.703868098258774,22.762028949097704,22.818632171768613,13.0,13.0,13.0,32.182436782399996,11.704306611939387,25.44650158927777,28.328127999999992,30.508564999999997,57.942934,15.595653729336245,6.6819999999999995,7.401983112971001,91.28
rec1_only,9,2028Q1,UAE,26.183038699391968,26.232403495680312,26.27821359210983,11.0,11.0,11.0,39.62139990836387,8.64971513697143,32.9354719846428,34.91856139754255,50.14824,45.262485999999996,7.100418,10.649291381425188,19.65715316592572,81.38
rec1_only,9,2028Q1,United Kingdom,32.99748393791189,33.047100824442126,33.09545018536784,6.0,6.0,6.0,37.38945935893333,30.48203011668606,30.38170688771509,35.37574299999999,31.680918,60.76709700000001,41.589768807283185,16.146,16.00872395693856,82.82
